Kor MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
FILE CREATED:,6/13/24 20:47,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,MEAN VALUE:,8161.4,8242.1,71.2,5.85,93.2,4.62,8235.1,5353,NA,-41.7,24.032,0,0,0,758.9
,,,STANDARD DEVIATION:,3261.3,3283,18.7,1.6,10.8,1.85,3280.4,2132,0.16,9,2.164,0,0,0,0.3
,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,23A101258,23A101258,22G104950,22G104950,23H103920,23A101258,23A101258,23A101258,23H103920,23H103920,23A101258,21E102340,21E102340,21E102340,21E102340
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,nLF Cond µS/cm,ODO % sat,ODO mg/L,ORP mV,Sal psu,SpCond µS/cm,TDS mg/L,pH,pH mV,Temp ∞C,GPS Latitude ∞,GPS Longitude ∞,Altitude m,Barometer mmHg
6/11/24,6:11:02,0,TMPSW,70.3,85.3,84.7,8.29,109.5,0.04,84.1,55,6.87,-19.7,16.4,0,0,0,757.9
6/11/24,6:26:02,0,TMPSW,21.4,25.4,98.9,9.51,98.7,0.01,25.1,16,7.08,-31.5,17.212,0,0,0,758.2
6/11/24,6:41:02,0,TMPSW,8070,8478.8,37.1,3.12,107.3,4.7,8442.1,5487,6.98,-25.7,22.693,0,0,0,758.2
6/11/24,6:56:02,0,TMPSW,8130.9,8481.3,38.4,3.2,98.4,4.71,8449.7,5492,7.02,-27.9,23.025,0,0,0,758.5
6/11/24,7:11:02,0,TMPSW,8182.2,8479.6,39.5,3.28,97.1,4.71,8452.6,5494,7.03,-28.8,23.325,0,0,0,758.5
6/11/24,7:26:02,0,TMPSW,8206.1,8479.2,40.2,3.33,98.1,4.71,8454.3,5495,7.04,-29.4,23.463,0,0,0,758.7
6/11/24,7:41:02,0,TMPSW,8215.5,8478,40.6,3.36,99.5,4.71,8454.1,5495,7.05,-29.7,23.522,0,0,0,758.8
6/11/24,7:56:02,0,TMPSW,8216.3,8478.6,40.8,3.37,99.3,4.71,8454.7,5496,7.05,-29.9,23.524,0,0,0,759
6/11/24,8:11:02,0,TMPSW,59.6,67.4,95.8,8.82,100.6,0.03,66.8,43,7.13,-34,19.353,0,0,0,759.1
6/11/24,8:26:02,0,TMPSW,9803.7,10158.2,68.2,5.62,59.2,5.71,10126,6582,7.34,-46.7,23.334,0,0,0,759
6/11/24,8:41:02,0,TMPSW,9833.7,10165.1,68.3,5.62,79.4,5.72,10135,6588,7.35,-47,23.444,0,0,0,759.1
6/11/24,8:56:02,0,TMPSW,9851.4,10167,68.7,5.65,84.3,5.72,10138.2,6590,7.35,-47.3,23.519,0,0,0,759.2
6/11/24,9:11:02,0,TMPSW,9811.4,10166.8,62,5.11,83,5.72,10134.5,6587,7.26,-42,23.331,0,0,0,759.1
6/11/24,9:26:01,0,TMPSW,9782.4,10113.9,62.9,5.18,83.9,5.69,10083.7,6554,7.27,-42.3,23.435,0,0,0,759.2
6/11/24,9:41:01,0,TMPSW,9268.5,9562.3,56.1,4.62,89.6,5.36,9535.5,6198,7.2,-38.3,23.534,0,0,0,759.2
6/11/24,9:56:01,0,TMPSW,9858.3,10159.4,67.9,5.58,84.3,5.72,10131.9,6586,7.31,-45,23.587,0,0,0,759.1
6/11/24,10:11:01,0,TMPSW,70.8,73.3,98.5,8.39,88.1,0.03,73.1,47,7.31,-45,23.374,0,0,0,759.1
6/11/24,10:26:01,0,TMPSW,9832.6,10081.5,70.6,5.77,86.8,5.67,10058.7,6538,7.34,-46.6,23.823,0,0,0,759.1
6/11/24,10:41:01,0,TMPSW,9853.2,10053,71.5,5.82,82.6,5.65,10034.6,6523,7.33,-46,24.054,0,0,0,759.1
6/11/24,10:56:01,0,TMPSW,9429.4,9674.4,59.5,4.88,88.5,5.42,9651.9,6274,7.23,-40.2,23.793,0,0,0,759
6/11/24,11:11:01,0,TMPSW,9407.1,9659.7,58.5,4.79,95,5.42,9636.6,6264,7.22,-39.6,23.753,0,0,0,759
6/11/24,11:26:01,0,TMPSW,9419.1,9658.5,58.2,4.76,97.7,5.41,9636.6,6264,7.22,-39.4,23.818,0,0,0,759
6/11/24,11:41:01,0,TMPSW,9409.9,9659.7,57.7,4.73,99.5,5.42,9636.8,6264,7.21,-39.2,23.767,0,0,0,758.9
6/11/24,11:56:01,0,TMPSW,9371.5,9661.7,57.7,4.74,102,5.42,9635.2,6263,7.21,-39.2,23.567,0,0,0,758.8
6/11/24,12:11:01,0,TMPSW,9257.1,9659.2,59.6,4.95,107.2,5.41,9622.9,6255,7.23,-39.9,23.01,0,0,0,758.9
6/11/24,12:26:01,0,TMPSW,9373.6,9656.8,57.4,4.72,105.2,5.41,9630.9,6260,7.21,-38.9,23.601,0,0,0,759
6/11/24,12:41:01,0,TMPSW,9590.3,9861.8,55.9,4.59,102.5,5.54,9837,6394,7.19,-37.6,23.688,0,0,0,759.1
6/11/24,12:56:01,0,TMPSW,10002.7,9920.5,76,6.04,89.6,5.58,9928.3,6453,7.26,-42.1,25.392,0,0,0,759.1
6/11/24,13:11:01,0,TMPSW,10023.2,9875.6,78.4,6.2,87,5.56,9889.5,6428,7.28,-43.2,25.708,0,0,0,759
6/11/24,13:26:01,0,TMPSW,10055.2,9831.2,77.7,6.1,83.2,5.53,9852.5,6404,7.25,-41.1,26.077,0,0,0,759
6/11/24,13:41:01,0,TMPSW,10010.6,9794.3,82.7,6.5,82.9,5.51,9814.8,6380,7.3,-44.3,26.044,0,0,0,758.9
6/11/24,13:56:01,0,TMPSW,9996.4,9728.6,87.2,6.83,85.9,5.47,9754.1,6340,7.35,-47.1,26.3,0,0,0,758.9
6/11/24,14:11:01,0,TMPSW,9817.9,9737.2,78.3,6.23,91.8,5.47,9744.8,6334,7.31,-44.7,25.392,0,0,0,759.1
6/11/24,14:26:01,0,TMPSW,9865.3,9605.6,89,6.97,92.4,5.4,9630.4,6260,7.42,-51.3,26.277,0,0,0,759
6/11/24,14:41:00,0,TMPSW,9735.6,9428.6,89.1,6.95,87.9,5.29,9457.9,6148,7.39,-49.4,26.537,0,0,0,759
6/11/24,14:56:00,0,TMPSW,9604.2,9277.5,90.2,7.02,84.7,5.2,9308.8,6051,7.36,-47.5,26.661,0,0,0,758.9
6/11/24,15:11:00,0,TMPSW,9510.7,9194.5,89.1,6.95,84.3,5.15,9224.8,5996,7.31,-45.1,26.623,0,0,0,758.8
6/11/24,15:26:00,0,TMPSW,9375.6,8991.8,100.2,7.76,85.4,5.03,9028.8,5869,7.39,-49.9,27.011,0,0,0,759
6/11/24,15:41:00,0,TMPSW,9421.3,9035.2,101.9,7.89,88.9,5.06,9072.3,5897,7.44,-52.5,27.014,0,0,0,758.9
6/11/24,15:56:00,0,TMPSW,9706.1,9603.1,73.9,5.87,98.8,5.39,9612.8,6248,7.27,-42.3,25.508,0,0,0,759
6/11/24,16:11:00,0,TMPSW,9687.3,9590.4,73.8,5.86,101.1,5.38,9599.6,6240,7.26,-42,25.479,0,0,0,759.1
6/11/24,16:26:00,0,TMPSW,9685.1,9582.5,73.8,5.86,102.8,5.38,9592.2,6235,7.26,-41.9,25.507,0,0,0,759.1
6/11/24,16:41:00,0,TMPSW,111.8,111.2,98.8,8.13,103.2,0.05,111.3,72,7.64,-64.2,25.229,0,0,0,759.1
6/11/24,16:56:00,0,TMPSW,95,97.6,99.3,8.4,126,0.04,97.4,63,7.72,-68.7,23.71,0,0,0,759.1
